item_code,item_description,MRP,Basic Price,MOQ
170M7057,FUSE 3500A 690V 4SBKN/60 AR,,39938.00,1
170M7059,FUSE 1250A 690V 4BN/65 AR UC,,18318.00,2
170M7060,FUSE 1400A 690V 4BN/65 AR UC,,18500.00,2
170M7061,FUSE 1600A 690V 4BN/65 AR UC,,18869.00,2
170M7062,FUSE 2000A 690V 4BN/65 AR UC,,19635.00,2
170M7063,FUSE 2500A 690V 4BN/65 AR UC,,21207.00,2
170M7081,FUSE 1600A 690V 4BKN/65 AR UC,,19324.00,1
170M7082,FUSE 2000A 690V 4BKN/65 AR UC,,19816.00,2
170M7083,FUSE 2500A 690V 4BKN/65 AR UC,,21363.00,2
170M7084,FUSE 3000A 690V 4BKN/65 AR UR,,22561.00,2
170M7085,FUSE 3500A 690V 4BKN/65 AR,,24540.00,2
170M7156,FUSE 3000A 1000V 4SBKN/90AR,,44651.00,1
170M7163,FUSE 4500A 660V 24BKN/60 AR,,33159.00,1
170M7166,FUSE 6000A 660V 24BKN/60 AR,,34812.00,1
170M8506,FUSE 630A 1000V 3GKN/75 AR UR,,6757.00,2
170M8510,FUSE 1000A 1000V 3GKN/75 AR UR,,7886.00,2
170M8512,FUSE 1250A 1000V 3GKN/90 AR,,9737.00,2
170M8540,FUSE 900A 1000V 3FKE/115 AR UR,,7420.00,1
170M8543,FUSE 1250A 1000V 3FKE/115 AR,,10267.00,1
170M8545,FUSE 800A 690V 3SHT AR UC,,6693.00,1
170M8547,FUSE 1250A 690V 3SHT AR UC,,6896.00,1
170M8550,FUSE 1600A 690V 3SHT AR UC,,8528.00,1
170M8552,FUSE 1100A 690V 3SHT,,7228.00,1
170M8609,FUSE 900A 1000V 3BKN/75 AR UR,,6987.00,2
170M8625,FUSE 1100A 1000V 3KN/110 AR UR,,6992.00,1
170M8642,FUSE 1400A 900V 3TN/110,,11535.00,1
170M8643,FUSE 450A 1000V DIN 3 AR UR,,6393.00,1
170M8645,FUSE 630A 1000V DIN 3 AR UR,,6907.00,1
170M8646,FUSE 700A 1000V DIN 3 AR UR,,7206.00,1
170M8647,FUSE 800A 1000V DIN 3 AR UR,,8073.00,1
170E3944,FUSE 100A 2000V 1*SK/246 ADC DC,,15264.00,1
170E3940,FUSE 40A 2000V 1*SKN/246 ADC DC,,8175.00,1
170E3941,FUSE 50A 2000V 1*SKN/246 ADC,,8405.00,1
170E5266,FUSE 50A 3000V 1BKN/170 AR,,17874.00,1
170E7649,FUSE 630A 1000V 3KW/110 AR,,6067.00,1
170E8076,FUSE 250A 1000V 2KN/110 AR,,6597.00,3
170E8078,FUSE 550A 1000V 2KW/110 AR,,6597.00,3
170E8210,FUSE 500A 1400V 2S/170 AR,,9058.00,2
170E8211,FUSE 450A 1400V 2S/170 AR,,9282.00,2
170E9258,FUSE 1000A 800V 3S/110 AR,,16564.00,1
170F8230,FUSE 160A 1200V 2SKN/140 AR DC,,16505.00,1
170F8234,FUSE 400A 1200V 2SKN/140 AR DC,,18340.00,1
170H0067,ADAPTER LONG TO K-SWITCH,,375.00,10
170L3831,FUSE 32A 1000V DIN 0 AR,,2493.00,5
170L3836,FUSE 80A 1000V DIN 0 AR,,2627.00,5
170L3837,FUSE 100A 1000V DIN 0 AR,,2761.00,5
170L3838,FUSE 125A 1000V DIN 0 AR,,2921.00,5
170L3839,160A 1000V DIN 0 AR,,3381.00,5
170L5512,FUSE 630A 660V 1TN/110 AR,,2761.00,3
170L5992,FUSE 400A 2000V US 1SW/230 AR,,17179.00,2
170L7001,FUSE 630A 2000V 3STN/210 AR,,13402.00,2
170L7429,FUSE 630A 1000V 3BKN/80 AR,,5280.00,1
170L7631,FUSE 1000A 660V 3TN/110 AR,,10946.00,1
170L8104,FUSE 500A 1500V 2S/210 AR,,10818.00,2
170L8105,FUSE 450A 1600V 2S/170 AR,,10893.00,2
170L8123,FUSE 450A 2000V 2S/210 AR,,12669.00,2
170L8277,FUSE 400A 2000V 2SKN/210 AR TYPOWER,,9892.00,2
170L8401,FUSE 800A 1000V 2BN/75 AR,,11326.00,2
170L9609,FUSE 1000A 1000V 3BKN/75 AR,,7458.00,2
170L9655,FUSE 800A 1000V 3KW/110 AR,,7062.00,1
170L9697,FUSE 1100A 1000V 3BKN/80 AR,,3889.00,1
170L9877,FUSE 500A 1500V 3SKN/210 AR,,9480.00,2
170M0115,FUSE 63A 660V 0000U/80 AR UR,,1113.00,10
170M0116,FUSE 80A 660V 0000U/80 AR UR,,1124.00,10
170M0117,FUSE 100A 660V 0000U/80 AR UR,,1134.00,10
170M0164,FUSE 50A 660V 0000/80 AR UR,,1300.00,10
170M0166,FUSE 80A 660V 0000/80 AR UR,,1370.00,10
170M0167,FUSE 100A 660V 0000/80 AR UR,,1380.00,10
170M0217,FUSE 100A 660V 0000FU/65 AR UR,,685.00,10
170M1319,FUSE 160A 690V 000U/80 AR UC,,1102.00,10
170M1322,FUSE 315A 690V 000U/80 AR UC,,1386.00,10
170M1362,FUSE 32A 690V 000/80 GR UC,,717.00,10
170M1363,FUSE 40A 690V 000/80 GR UC,,717.00,10
170M1364,FUSE 50A 690V 000/80 GR UC,,722.00,10
170M1365,FUSE 63A 690V 000/80 GR UC,,733.00,10
170M1366,FUSE 80A 690V 000/80 AR UC,,738.00,10
170M1371,FUSE 250A 690V 000/80 AR UC,,963.00,10
170M1372,FUSE 315A 690V 000/80 AR UC,,1097.00,10
170M1373,FUSE 350A 690V 000/80 AR,,1161.00,10
170M1374,FUSE 400A 600V 000/80 AR,,1198.00,10
170M1415,FUSE 63A 690V 000TN/80 GR UC,,706.00,10
170M1416,FUSE 80A 690V 000TN/80 AR UC,,819.00,10
170M1417,FUSE 100A 690V 000TN/80 AR UC,,851.00,10
170M1417-H,FUSE 100A 690V 000TN/80 AR,,621.00,10
170M1418,FUSE 125A 690V 000TN/80 AR UC,,851.00,10
170M1419,FUSE 160A 690V 000TN/80 AR UC,,856.00,10
170M1420,FUSE 200A 690V 000TN/80 AR UC,,877.00,10
170M1421,FUSE 250A 690V 000TN/80 AR UC,,1033.00,10
170M1422,FUSE 315A 690V 000TN/80 AR UC,,1327.00,10
170M1469,FUSE 160A 690V 000FU/70 AR UR,,845.00,5
170M1470,FUSE 200A 690V 000FU/70 AR UR,,958.00,5
170M1472,FUSE 315A 690V 000FU/70 AR UR,,1434.00,5
170M1558D,FUSE 10A 690V gR DIN 000 HSDNH,,540.00,10
170M1559D,FUSE 16A 690V gR DIN 000 HSDNH,,578.00,10
170M1560D,FUSE 20A 690V gR DIN 000 HSDNH,,621.00,10
170M1561D,FUSE 25A 690V gR DIN 000 HSDNH,,631.00,10
170M1562D,FUSE 32A 690V gR DIN 000 HSDNH,,647.00,10
170M1563D,FUSE 40A 690V gR DIN 000 HSDNH,,658.00,10
170M1564D,FUSE 50A 690V gR DIN 000 HSDNH,,674.00,10
170M1565D,FUSE 63A 690V gR DIN 000 HSDNH,,685.00,10
170M1566D,FUSE 80A 690V aR DIN 000 HSDNH,,701.00,10
170M1567D,FUSE 100A 690V aR DIN 000 HSDNH,,712.00,10
170M1568D,FUSE 125A 690V aR DIN 000 HSDNH,,728.00,10
170M1569D,FUSE 160A 690V aR DIN 000 HSDNH,,744.00,10
170M1570D,FUSE 200A 690V aR DIN 000 HSDNH,,765.00,10
170M1571D,FUSE 250A 690V aR DIN 000 HSDNH,,899.00,10
170M1572D,FUSE 315A 690V aR DIN 00 HSDNH,,974.00,6
170M1851,FUSE 200A 1000V 000FN/90 AR UR,,5195.00,3
170M2106,FUSE 80A 1200VDC 1C/A116 SST AR,,10176.00,3
170M2608,FUSE 25A 690V 00/80 GR,,1461.00,6
170M2609,FUSE 32A 690V 00/80 GR,,1461.00,6
170M2610,FUSE 40A 690V 00/80 GR,,1461.00,6
170M2611,FUSE 50A 690V 00/80 GR,,1461.00,6
170M2612,FUSE 63A 690V 00/80 GR,,1461.00,6
170M2613,FUSE 80A 690V 00/80 GR,,1461.00,6
170M2614,FUSE 100A 690V 00/80 AR UR,,1477.00,6
170M2615,FUSE 125A 690V 00/80 AR UR,,1503.00,6
170M2616,FUSE 160A 690V 00/80 AR UR,,1573.00,6
170M2617,FUSE 200A 690V 00/80 AR UR,,1594.00,6
170M2618,FUSE 250A 690V 00/80 AR UR,,1605.00,6
170M2619,FUSE 315A 690V 00/80 AR UR,,1605.00,6
170M2620,FUSE 350A 690V 00/80 AR UR,,1621.00,6
170M2621,FUSE 400A 690V 00/80 AR UR,,1642.00,6
170M2658,FUSE 25A 690V 00TN/80 GR,,1418.00,6
170M2659,FUSE 32A 690V 00TN/80 GR,,1418.00,6
170M2660,FUSE 40A 690V 00TN/80 GR,,1418.00,6
170M2661,FUSE 50A 690V 00TN/80 GR,,1418.00,6
170M2662,FUSE 63A 690V 00TN/80 GR,,1418.00,6
170M2663,FUSE 80A 690V 00TN/80 GR,,1418.00,6
170M2664,FUSE 100A 690V 00TN/80 AR UR,,1418.00,6
170M2665,FUSE 125A 690V 00TN/80 AR UR,,1439.00,6
170M2666,FUSE 160A 690V 00TN/80 AR UR,,1439.00,6
170M2667,FUSE 200A 690V 00TN/80 AR UR,,1439.00,6
170M2668,FUSE 250A 690V 00TN/80 AR UR,,1616.00,6
170M2669,FUSE 315A 690V 00TN/80 AR UR,,1680.00,6
170M2670,FUSE 350A 690V 00TN/80 AR UR,,1680.00,6
170M2671,FUSE 400A 690V 00TN/80 AR UR,,1717.00,6
170M2673,FUSE 20A 1000V DIN 00 AR,,1760.00,6
170M2674,FUSE 25A 1000V DIN 00 AR,,1803.00,6
170M2675,FUSE 32A 1000V DIN 00 AR,,1814.00,6
170M2676,FUSE 35A 1000V DIN 00 AR,,1830.00,6
170M2677,FUSE 40A 1000V DIN 00 AR,,1905.00,6
170M2678,FUSE 50A 1000V DIN 00 AR,,1915.00,6
170M2679,FUSE 63A 1000V DIN 00 AR,,1980.00,6
170M2680,FUSE 80A 1000V DIN 00 AR,,2060.00,6
170M2681,FUSE 100A 1000V DIN 00 AR,,2194.00,6
170M2682,FUSE 125A 1000V DIN 00 AR,,2215.00,6
170M2683,FUSE 160A 1000V DIN 00 AR,,2515.00,6
170M2684,FUSE 200A 900V DIN 00 AR,,2605.00,6
170M2685,FUSE 225A 900V DIN 00 AR,,2648.00,6
170M2690,FUSE 10A 1000V DIN 00 AR,,1696.00,6
170M2691,FUSE 10A 690V DIN 00 GR,,1712.00,6
170M2692,FUSE 16A 690V DIN 00 GR,,1712.00,6
170M2693,FUSE 20A 690V DIN 00 GR,,1712.00,6
170M2694,FUSE 25A 690V DIN 00 GR,,1728.00,6
170M2695,FUSE 32A 690V DIN 00 GR,,1728.00,6
170M2696,FUSE 40A 690V DIN 00 GR,,1792.00,6
170M2697,FUSE 50A 690V DIN 00 GR,,1840.00,6
170M2698,FUSE 63A 690V DIN 00 GR,,1840.00,6
170M2699,FUSE 80A 690V DIN 00 GR,,1696.00,6
170M2700,FUSE 100A 690V DIN 00 GR,,1696.00,6
170M2701,FUSE 125A 690V DIN 00 GR,,1856.00,6
170M2702,FUSE 160A 690V DIN 00 GR,,1921.00,6
170M2708,FUSE 25A 690V 00BN/60 GR,,2199.00,6
170M2709,FUSE 32A 690V 00BN/60 GR,,2220.00,5
170M2717,FUSE 200A 690V 00BN/60 AR,,2836.00,5
170M2721,FUSE 400A 690V 00BN/60 AR,,3290.00,5
170M2763,FUSE 80A 690V 00BTN/60 GR,,3938.00,5
170M2765,FUSE 125A 690V 00BTN/60 AR,,1862.00,5
170M2766,FUSE 160A 690V 00BTN/60 AR,,2012.00,5
170M2767,FUSE 200A 690V 00BTN/60 AR,,2012.00,5
170M2768,FUSE 250A 690V 00BTN/60 AR,,2151.00,5
170M2769,FUSE 315A 690V 00BTN/60 AR,,2274.00,5
170M2771,FUSE 400A 690V 00BTN/60 AR,,2450.00,5
170M2819,FUSE 315A 690V 00SU/80 AR,,845.00,6
170M3011,FUSE 80A 690V 1*/80 AR UC,,1814.00,6
170M3013,FUSE 125A 690V 1*/80 AR UC,,1851.00,6
170M3014,FUSE 160A 690V 1*/80 AR UC,,1883.00,6
170M3015,FUSE 200A 690V 1*/80 AR UC,,1915.00,6
170M3017,FUSE 315A 690V 1*/80 AR UC,,2038.00,6
170M3018,FUSE 350A 690V 1*/80 AR UC,,2081.00,6
170M3019,FUSE 400A 690V 1*/80 AR UC,,2161.00,6
170M3020,FUSE 450A 690V 1*/80 AR UC,,2231.00,6
170M3021,FUSE 500A 690V 1*/80 AR UC,,2284.00,6
170M3114,FUSE 160A 690V 1*KN/80 AR UC,,2087.00,6
170M3115,FUSE 200A 690V 1*KN/80 AR UC,,2119.00,6
170M3116,FUSE 250A 690V 1*KN/80 AR UC,,2177.00,6
170M3118,FUSE 350A 690V 1*KN/80 AR UC,,2488.00,6
170M3142,FUSE 125A 1250V 1*/110 AR CU,,3568.00,6
170M3144,FUSE 200A 1250V 1*/110 AR CU,,3724.00,6
170M3145,FUSE 250A 1250V 1*/110 AR CU,,3841.00,6
170M3146,FUSE 315A 1250V 1*/110 AR CU,,3948.00,6
170M3163,FUSE 125A 690V 1*/110 AR UC,,2177.00,6
170M3166,FUSE 250A 690V 1*/110 AR UC,,3050.00,6
170M3195,FUSE 250A 1250V 1*TN/110 AR CU,,3927.00,6
170M3214,FUSE 160A 690V 1*TN/110 AR UC,,2247.00,6
170M3215,FUSE 200A 690V 1*TN/110 AR UC,,2247.00,6
170M3216,FUSE 250A 690V 1*TN/110 AR UC,,2247.00,6
170M3220,FUSE 450A 690V 1*TN/110 AR UC,,2696.00,6
170M3221,FUSE 500A 690V 1*TN/110 AR UC,,2696.00,6
170M3222,FUSE 550A 690V 1*TN/110 AR UC,,2696.00,6
170M3223,FUSE 630A 690V 1*TN/110 AR UC,,2696.00,6
170M3238,FUSE 50A 1250V 1*KN/110 AR CU,,3804.00,6
170M3239,FUSE 63A 1250V 1*KN/110 AR CU,,3820.00,6
170M3244,FUSE 200A 1250V 1*KN/110 AR CU,,4029.00,6
170M3263,FUSE 125A 690V 1*KN/110 AR UC,,2948.00,6
170M3271,FUSE 500A 690V 1*KN/110 AR UC,,2884.00,6
170M3273,FUSE 630A 690V 1*KN/110 AR UC,,2996.00,6
170M3292,FUSE 550A 690V 1*KW/110 AR CU,,3146.00,6
170M3361,FUSE 80A 690V 1*EK/76 AR UC,,2006.00,3
170M3362,FUSE 100A 690V 1*EK/76 AR UC,,2006.00,3
170M3363,FUSE 125A 690V 1*EK/76 AR UC,,2006.00,3
170M3364,FUSE 160A 690V 1*EK/76 AR UC,,2006.00,3
170M3365,FUSE 200A 690V 1*EK/76 AR UC,,2006.00,3
170M3366,FUSE 250A 690V 1*EK/76 AR UC,,2006.00,3
170M3367,FUSE 315A 690V 1*EK/76 AR UC,,2006.00,3
170M3388,FUSE 50A 1250V 1*BKN/75 AR CU,,3900.00,4
170M3391,FUSE 100A 1250V 1*BKN/75 AR CU,,3986.00,2
170M3392,FUSE 125A 1250V 1*BKN/75 AR CU,,4018.00,2
170M3393,FUSE 160A 1250V 1*BKN/75 AR CU,,4018.00,2
170M3394,FUSE 200A 1250V 1*BKN/75 AR CU,,4157.00,4
170M3395,FUSE 250A 1250V 1*BKN/75 AR CU,,4200.00,4
170M3396,FUSE 315A 1250V 1*BKN/75 AR CU,,4751.00,4
170M3397,FUSE 350A 1250V 1*BKN/75 AR CU,,5190.00,4
170M3417,FUSE 315A 690V 1*BN/50 AR UC,,2429.00,6
170M3418,FUSE 350A 690V 1*BN/50 AR UC,,2429.00,6
170M3423,FUSE 630A 690V 1*BN/50 AR UC,,2429.00,6
170M3440,FUSE 80A 1250V 1*BKN/80 AR CU,,4018.00,3
170M3446,FUSE 315A 1250V 1*BKN/80 AR CU,,4863.00,3
170M3448,FUSE 400A 1250V 1*BKN/80 AR CU,,9272.00,1
170M3464,FUSE 160A 690V 1*BKN/50 AR UC,,2584.00,6
170M3465,FUSE 200A 690V 1 BKN 50 AR UC,,2584.00,6
170M3466,FUSE 250A 690V 1*BKN/50 AR UC,,2531.00,6
170M3473,FUSE 630A 690V 1*BKN/50 AR UC,,2921.00,6
170M3572,FUSE 550A 690V 1*GKN/50 AR UC,,3884.00,6
170M3619,FUSE 400A 690V 1*FU/78 AR UC,,2729.00,6
170M3623,FUSE 630A 690V 1*FU/78 AR UC,,2611.00,6
170M3667,FUSE 315A 690V 1*FKE/78 AR UC,,2964.00,6
170M3672,FUSE 550A 690V 1*FKE/78 AR UC,,3991.00,6
170M3690,FUSE 80A 1250V 1*FU/115 AR CU,,3526.00,2
170M3694,FUSE 200A 1250V 1*FU/115 AR CU,,3692.00,2
170M3696,FUSE 315A 1250V 1*FU/115 AR CU,,4858.00,2
170M3716,FUSE 250A 690V 1*FU/115 AR UC,,2798.00,2
170M3741,FUSE 100A 1250V 1*FKE/115AR CU,,4505.00,2
170M3808D,FUSE 40A 690V aR DIN 1 HSDNH,,1669.00,6
170M3809D,FUSE 50A 690V aR DIN 1 HSDNH,,1685.00,6
170M3810D,FUSE 63A 690V aR DIN 1 HSDNH,,1691.00,6
170M3811D,FUSE 80A 690V aR DIN 1 HSDNH,,1808.00,6
170M3812D,FUSE 100A 690V aR DIN 1 HSDNH,,1835.00,6
170M3813D,FUSE 125A 690V aR DIN 1 HSDNH,,1846.00,6
170M3814D,FUSE 160A 690V aR DIN 1 HSDNH,,1819.00,6
170M3815D,FUSE 200A 690V aR DIN 1 HSDNH,,1819.00,6
170M3816D,FUSE 250A 690V aR DIN 1 HSDNH,,1856.00,6
170M3817D,FUSE 315A 690V aR DIN 1 HSDNH,,1926.00,6
170M3818D,FUSE 350A 690V aR DIN 1 HSDNH,,1969.00,6
170M3819D,FUSE 400A 690V aR DIN 1 HSDNH,,2049.00,6
170M3904,FUSE 200A 690V 1*STN/110 AR,,3371.00,6
170M3908,FUSE 400A 690V 1*STN/110 AR,,3371.00,6
170M4013,FUSE 450A 690V 1/80 AR UC,,5077.00,3
170M4016,FUSE 630A 690V 1/80 AR UC,,4869.00,3
170M4017,FUSE 700A 690V 1/80 AR UC,,4869.00,3
170M4059,FUSE 250A 690V 1TN/80 AR UC,,3333.00,3
170M4117,FUSE 700A 690V 1KN/80 AR UC,,4157.00,3
170M4118,FUSE 800A 690V 1KN/80 AR UC,,4467.00,3
170M4134,FUSE 800A 690V 1KW/110 AR,,5002.00,3
170M4141,FUSE 315A 1250V 1/110 AR CU,,4013.00,3
170M4145,FUSE 500A 1250V 1/110 AR CU,,6944.00,3
170M4162,FUSE 400A 690V 1/110 AR UC,,3231.00,3
170M4190,FUSE 250A 1250V 1TN/110 AR CU,,3178.00,3
170M4192,FUSE 350A 1250V 1TN/110 AR CU,,3349.00,3
170M4193,FUSE 400A 1250V 1TN/110 AR CU,,3675.00,3
170M4195,FUSE 500A 1250V 1TN/110 AR CU,,4917.00,3
170M4212,FUSE 400A 690V 1TN/110 AR UC,,2696.00,3
170M4213,FUSE 450A 690V 1TN/110 AR UC,,2921.00,3
170M4214,FUSE 500A 690V 1TN/110 AR UC,,3146.00,3
170M4216,FUSE 630A 690V 1TN/110 AR UC,,3146.00,3
170M4218,FUSE 800A 690V 1TN/110 AR UC,,3451.00,3
170M4240,FUSE 250A 1250V 1KN/110 AR CU,,5222.00,3
170M4241,FUSE 315A 1250V 1KN/110 AR CU,,5382.00,3
170M4244,FUSE 450A 1250V 1KN/110 AR CU,,6607.00,3
170M4245,FUSE 500A 1250V 1KN/110 AR CU,,7009.00,3
170M4246,FUSE 550A 1250V 1KN/110 AR CU,,7656.00,3
170M4247,FUSE 630A 1100V 1KN/110 AR,,7795.00,3
170M4260,FUSE 315A 690V 1KN/110 AR UC,,3820.00,3
170M4264,FUSE 500A 690V 1KN/110 AR UC,,3820.00,3
170M4267,FUSE 700A 690V 1KN/110 AR UC,,4216.00,3
170M4389,FUSE 200A 1250V 1BKN/75 AR CU,,3157.00,2
170M4390,FUSE 250A 1250V 1BKN/75 AR CU,,3247.00,2
170M4391,FUSE 315A 1250V 1BKN/75 AR CU,,3247.00,2
170M4392,FUSE 350A 1250V 1BKN/75 AR CU,,3247.00,2
170M4393,FUSE 400A 1250V 1BKN/75 AR CU,,3274.00,2
170M4394,FUSE 450A 1250V 1BKN/75 AR CU,,3397.00,2
170M4395,FUSE 500A 1100V 1BKN/75 AR,,6655.00,2
170M4411,FUSE 350A 690V 1BN/50 AR UC,,2921.00,3
170M4413,FUSE 450A 690V 1BN/50 AR UC,,3146.00,3
170M4415,FUSE 550A 690V 1BN/50 AR UC,,3258.00,3
170M4416,FUSE 630A 690V 1BN/50 AR UC,,3633.00,3
170M4442,FUSE 350A 1250V 1BKN/80 AR CU,,4537.00,1
170M4462,FUSE 400A 690V 1BKN/50 AR UC,,2969.00,3
170M4463,FUSE 450A 690V 1BKN/50 AR UC,,3060.00,3
170M4464,FUSE 500A 690V 1BKN/50 AR UC,,3157.00,3
170M4465,FUSE 550A 690V 1BKN/50 AR UC,,3253.00,3
170M4466,FUSE 630A 690V 1BKN/50 AR UC,,3354.00,3
170M4467,FUSE 700A 690V 1BKN/50 AR UC,,3488.00,3
170M4468,FUSE 800A 690V 1BKN/50 AR UC,,3552.00,3
170M4563,FUSE 450A 690V 1GKN/50 AR UC,,4157.00,3
170M4567,FUSE 700A 690V 1GKN/50 AR UC,,4778.00,3
170M4694,FUSE 450A 1250V 1FU/115 AR CU,,7972.00,1
170M4695,FUSE 500A 1100V 1FU/115 AR,,8020.00,1
170M4700,FUSE 200A 1250V 1SHT AR CU,,4130.00,3
170M4743,FUSE 400A 1250V 1FKE/115 AR CU,,5136.00,1
170M4744,FUSE 450A 1250V 1FKE/115 AR CU,,6169.00,1
170M4764,FUSE 500A 690V 1FKE/115 AR UC,,4382.00,1
170M4770,FUSE 550A 690V 1STN/110 AR,,4168.00,3
170M4802,FUSE 20A 1000V 00/80 AR,,1926.00,6
170M4803,FUSE 25A 1000V 00/80 AR,,1931.00,6
170M4806,FUSE 40A 1000V 00/80 AR,,1969.00,6
170M4807,FUSE 50A 1000V 00/80 AR,,1985.00,6
170M4809,FUSE 80A 1000V 00/80 AR,,2070.00,6
170M4810,FUSE 100A 1000V 00/80 AR,,2113.00,6
170M4811,FUSE 125A 1000V 00/80 AR,,2177.00,6
170M4812,FUSE 160A 1000V 00/80 AR,,2242.00,6
170M4813,FUSE 200A 1000V 00/80 AR,,2343.00,6
170M4814,FUSE 250A 1000V 00/80 AR,,2418.00,6
170M4815,FUSE 315A 900V 00/80 AR,,2857.00,6
170M4822,FUSE 20A 1000V 00TN/80 AR,,1921.00,6
170M4823,FUSE 25A 1000V 00TN/80 AR,,1937.00,6
170M4824,FUSE 32A 1000V 00TN/80 AR,,1953.00,6
170M4825,FUSE 35A 1000V 00TN/80 AR,,1958.00,6
170M4826,FUSE 40A 1000V 00TN/80 AR,,1974.00,6
170M4827,FUSE 50A 1000V 00TN/80 AR,,2001.00,6
170M4828,FUSE 63A 1000V 00TN/80 AR,,2017.00,6
170M4829,FUSE 80A 1000V 00TN/80 AR,,2081.00,6
170M4830,FUSE 100A 1000V 00TN/80 AR,,2167.00,6
170M4831,FUSE 125A 1000V 00TN/80 AR,,2515.00,6
170M4832,FUSE 160A 1000V 00TN/80 AR,,2787.00,6
170M4833,FUSE 200A 1000V 00TN/80 AR,,3066.00,6
170M4834,FUSE 250A 1000V 00TN/80 AR,,3799.00,6
170M4863D,FUSE 450A 690V aR DIN 1 HSDNH,,2060.00,6
170M4864D,FUSE 500A 690V aR DIN 1 HSDNH,,2242.00,6
170M4865D,FUSE 550A 690V aR DIN 1 HSDNH,,2691.00,6
170M4866D,FUSE 630A 690V aR DIN 1 HSDNH,,3140.00,6
170M4867D,FUSE 700A 690V aR DIN 1 HSDNH,,3189.00,6
170M4958,FUSE 500A 1000V 1BKN/75 AR,,6104.00,2
170M5011,FUSE 550A 690V 2/80 AR UC,,3435.00,3
170M5012,FUSE 630A 690V 2/80 AR UC,,3472.00,3
170M5013,FUSE 700A 690V 2/80 AR UC,,3483.00,3
170M5018,FUSE 1250A 600V 2/80 AR UC,,4542.00,3
170M5140,FUSE 315A 1250V 2/110 AR CU,,5366.00,3
170M5142,FUSE 400A 1250V 2/110 AR CU,,5634.00,3
170M5143,FUSE 450A 1250V 2/110 AR CU,,5987.00,3
170M5144,FUSE 500A 1250V 2/110 AR CU,,6104.00,3
170M5145,FUSE 550A 1250V 2/110 AR CU,,6104.00,3
170M5146,FUSE 630A 1250V 2/110 AR CU,,6784.00,3
170M5147,FUSE 700A 1250V 2/110 AR CU,,7378.00,3
170M5148,FUSE 800A 1250V 2/110 AR CU,,8041.00,3
170M5188,FUSE 250A 1250V 2TN/110 AR CU,,5473.00,3
170M5190,FUSE 315A 1250V 2TN/110 AR CU,,5639.00,3
170M5193,FUSE 450A 1250V 2TN/110 AR CU,,5714.00,3
170M5194,FUSE 500A 1250V 2TN/110 AR CU,,6286.00,3
170M5195,FUSE 550A 1250V 2TN/110 AR CU,,6639.00,3
170M5196,FUSE 630A 1250V 2TN/110 AR CU,,6709.00,3
170M5197,FUSE 700A 1250V 2TN/110 AR CU,,7099.00,3
170M5198,FUSE 800A 1250V 2TN/110 AR CU,,7945.00,3
170M5213,FUSE 700A 690V 2TN/110 AR UC,,4580.00,3
170M5220,FUSE 700A 1250V 2SKN/210 AR,,4515.00,1
170M5238,FUSE 250A 1250V 2KN/110 AR CU,,5136.00,3
170M5239,FUSE 280A 1250V 2KN/110 AR,,5206.00,3
170M5240,FUSE 315A 1250V 2KN/110 AR CU,,5270.00,3
170M5242,FUSE 400A 1250V 2KN/110 AR CU,,5527.00,3
170M5243,FUSE 450A 1250V 2KN/110 AR CU,,5842.00,3
170M5244,FUSE 500A 1250V 2KN/110 AR CU,,6260.00,3
170M5245,FUSE 550A 1250V 2KN/110 AR CU,,6409.00,3
170M5246,FUSE 630A 1250V 2KN/110 AR CU,,7099.00,3
170M5247,FUSE 700A 1250V 2KN/110 AR CU,,7308.00,3
170M5248,FUSE 800A 1250V 2KN/110 AR CU,,7308.00,3
170M5250,FUSE 1000A 1100V 2KN/110 AR,,7982.00,3
170M5264,FUSE 800A 690V 2KN/110 AR UC,,5505.00,3
170M5269,FUSE 500A 1250V 2SKN/170 AR,,11187.00,2
170M5395,FUSE 550A 1250V 2BKN/75 AR CU,,5644.00,4
170M5396,FUSE 630A 1100V 2BKN/75 AR,,5773.00,4
170M5397,FUSE 700A 1000V 2BKN/75 AR,,5960.00,4
170M5398,FUSE 800A 1000V 2BKN/75 AR,,6008.00,4
170M5405,FUSE 450A 1250V 2SHT AR,,6741.00,3
170M5411,FUSE 550A 690V 2BN/50 AR UC,,3900.00,6
170M5413,FUSE 700A 690V 2BN/50 AR UC,,4018.00,6
170M5415,FUSE 900A 690V 2BN/50 AR UC,,5778.00,6
170M5416,FUSE 1000A 690V 2BN/50 AR UC,,6243.00,6
170M5440,FUSE 315A 1250V 2BKN/80 AR CU,,5714.00,2
170M5444,FUSE 500A 1250V 2BKN/80 AR,,6324.00,2
170M5446,FUSE 630A 1250V 2BKN/80 AR CU,,6907.00,2
170M5448,FUSE 800A 1000V 2BKN/80 AR,,4644.00,2
170M5452,FUSE 1400A 550V US 2GKN/50 AR,,4976.00,6
170M5466,FUSE 1000A 690V 2BKN/50 AR UC,,5462.00,6
170M5468,FUSE 1250A 600V 2BKN/65 AR UC,,5559.00,4
170M5497,FUSE 700A 1250V 2BKN/90 AR CU,,6730.00,2
170M5499,FUSE 900A 1100V 2BKN/90 AR CU,,6976.00,2
170M5500,FUSE 1000A 1100V 2BKN/90 AR,,7223.00,2
170M5558,FUSE 400A 690V 2GKN/50 AR UC,,3868.00,6
170M5559,FUSE 450A 690V 2GKN/50 AR UC,,4002.00,6
